"Mental Condition","Symptoms","Recommended Treatments","Medications","Dosage","Advanced Remedies"
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 6, V 34] The mind is restless, turbulent, obstinate and very strong. Insight: Acknowledge that the mind is naturally restless (Chanchalam). Don't fight the restlessness, but manage it with practice."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 5, V 29] Knowing Me as the ultimate recipient of all sacrifices... and the benefactor and well-wisher of all living entities, the peace from the pangs of material miseries is achieved. Insight: General peace is achieved by trusting a benevolent cosmic force (Well-wisher) rather than trying to control every possible outcome."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 16, V 21] There are three gates leading to this hell—lust, anger and greed. Insight: Identify the underlying desire (lust/greed) that fuels the generalized worry and work to cut it off."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 2, V 14] The nonpermanent appearance of happiness and distress... are like the appearance and disappearance of winter and summer seasons. Insight: Worry is a temporary season of distress. Practice tolerance (Titiksha) knowing it will pass."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 6, V 25] Gradually, step by step, one should become situated in trance by means of intelligence sustained by conviction. Insight: Curb the worried mind through gradual, consistent practice (Abhyasa) of stillness and conviction (Shraddha)."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 18, V 30] That which knows what is to be done and what is not to be done... that intelligence is in the mode of goodness. Insight: Worry is a misuse of intelligence. Use Sattvic intelligence (Buddhi) to focus only on what *is* to be done now."
"Generalized Anxiety Disorder","excessive worry; muscle tension; restlessness; difficulty concentrating [ICD-10: F41.1, ICD-11: 6B00, DSM-5: 300.02]","Cognitive Behavioral Therapy (CBT) - 12-16 sessions; Mindfulness-Based Stress Reduction (MBSR) - 8-week program; Acceptance and Commitment Therapy (ACT); Biofeedback; Relaxation techniques","Buspirone 10mg (Rx - Buspin, Buscalm, Sertin); Clonazepam 0.5mg (Rx - Clonapax, Epitril - short-term use)","Buspirone: 10-30mg twice daily (initial 10mg, max 60mg/day; response 2-4 weeks); Clonazepam: 0.25-0.5mg twice daily (short-term only, 2-4 weeks; taper to discontinue)","[Gita, Ch 14, V 6] The mode of goodness (Sattva), being purer than the others, is illuminating and healthy. Insight: Anxiety is often Rajasic (passion). Cultivate a Sattvic lifestyle (purity, simplicity, calm) to reduce the tendency to worry."
"Grief (Normal, acute)","sadness; crying; insomnia; appetite changes; symptoms remit within 6 months [ICD-10: F43.20, ICD-11: 6B43, DSM-5: 309.0]","Supportive counseling; Psychoeducation; Grief support groups; Encouragement of normal mourning process; Permission to experience emotions; Monitoring for complicated grief","None Typically","None Typically","[Gita, Ch 2, V 27] One who has taken his birth is sure to die, and after death one is sure to take birth again. Therefore, in the unavoidable discharge of your duty, you should not lament. Insight: Acceptance of the universal cycle of birth and death (the Nitya reality) is the source of inner peace, helping to normalize the acute pain of loss as a natural part of life."
"Grief (Normal, acute)","sadness; crying; insomnia; appetite changes; symptoms remit within 6 months [ICD-10: F43.20, ICD-11: 6B43, DSM-5: 309.0]","Supportive counseling; Psychoeducation; Grief support groups; Encouragement of normal mourning process; Permission to experience emotions; Monitoring for complicated grief","None Typically","None Typically","[Gita, Ch 2, V 14] The nonpermanent appearance of happiness and distress... one must learn to tolerate them without being disturbed. Insight: Acute grief is a temporary season of intense distress. Practice tolerance (Titiksha), allowing yourself to feel the sorrow fully while knowing that, like all seasons, its intensity will naturally lessen with time."
"Grief (Normal, acute)","sadness; crying; insomnia; appetite changes; symptoms remit within 6 months [ICD-10: F43.20, ICD-11: 6B43, DSM-5: 309.0]","Supportive counseling; Psychoeducation; Grief support groups; Encouragement of normal mourning process; Permission to experience emotions; Monitoring for complicated grief","None Typically","None Typically","[Gita, Ch 18, V 47] It is better to engage in one's own occupation, even though one may perform it imperfectly. Insight: Engage in essential daily duties (Dharma), even if performed imperfectly or mechanically, as a necessary grounding action that provides structure and a sense of normalcy amidst the chaos of grief."
"Grief (Normal, acute)","sadness; crying; insomnia; appetite changes; symptoms remit within 6 months [ICD-10: F43.20, ICD-11: 6B43, DSM-5: 309.0]","Supportive counseling; Psychoeducation; Grief support groups; Encouragement of normal mourning process; Permission to experience emotions; Monitoring for complicated grief","None Typically","None Typically","[Gita, Ch 12, V 14] One who is always satisfied and engaged in devotional service with determination. Insight: Find small moments of satisfaction (Santosha) in cherished memories and the current moment. Determine to continue with life and love, honoring the departed by living fully."
"Grief and Loss","sadness; denial; anger; bargaining; acceptance; emotional pain [ICD-10: Z63.4, ICD-11: QE62, DSM-5: V62.82]","Supportive counseling; Grief therapy - 8-12 sessions; Complicated Grief Therapy (CGT); Cognitive Behavioral Therapy (CBT); Support groups; Medication for prolonged depression","None Typically; Sertraline 50mg (Rx - Serenata, Zosert, Daxid - if prolonged)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 2, V 11] The wise lament neither for the living nor for the dead. Insight: The core teaching of the Gita: the soul is eternal (Nitya). Grief is natural, but lasting despair stems from mistaking the body for the Self."
"Grief and Loss","sadness; denial; anger; bargaining; acceptance; emotional pain [ICD-10: Z63.4, ICD-11: QE62, DSM-5: V62.82]","Supportive counseling; Grief therapy - 8-12 sessions; Complicated Grief Therapy (CGT); Cognitive Behavioral Therapy (CBT); Support groups; Medication for prolonged depression","None Typically; Sertraline 50mg (Rx - Serenata, Zosert, Daxid - if prolonged)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 2, V 27] One who has taken his birth is sure to die, and after death one is sure to take birth again. Therefore, in the unavoidable discharge of your duty, you should not lament. Insight: Acceptance of the universal law of birth and death (Anyaevarthana)."
"Grief and Loss","sadness; denial; anger; bargaining; acceptance; emotional pain [ICD-10: Z63.4, ICD-11: QE62, DSM-5: V62.82]","Supportive counseling; Grief therapy - 8-12 sessions; Complicated Grief Therapy (CGT); Cognitive Behavioral Therapy (CBT); Support groups; Medication for prolonged depression","None Typically; Sertraline 50mg (Rx - Serenata, Zosert, Daxid - if prolonged)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 2, V 14] The nonpermanent appearance of happiness and distress, and their disappearance in due course, are like the appearance and disappearance of winter and summer seasons. Insight: Grief (distress) is a season; it will change. Learn to tolerate it (Titiksha) until the change comes."
"Grief and Loss","sadness; denial; anger; bargaining; acceptance; emotional pain [ICD-10: Z63.4, ICD-11: QE62, DSM-5: V62.82]","Supportive counseling; Grief therapy - 8-12 sessions; Complicated Grief Therapy (CGT); Cognitive Behavioral Therapy (CBT); Support groups; Medication for prolonged depression","None Typically; Sertraline 50mg (Rx - Serenata, Zosert, Daxid - if prolonged)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 18, V 61] The Supreme Lord is situated in everyone's heart... directing the wanderings of all living entities. Insight: The loved one's presence (Supersoul) is internal and permanent, offering comfort beyond physical presence."
"Grief and Loss","sadness; denial; anger; bargaining; acceptance; emotional pain [ICD-10: Z63.4, ICD-11: QE62, DSM-5: V62.82]","Supportive counseling; Grief therapy - 8-12 sessions; Complicated Grief Therapy (CGT); Cognitive Behavioral Therapy (CBT); Support groups; Medication for prolonged depression","None Typically; Sertraline 50mg (Rx - Serenata, Zosert, Daxid - if prolonged)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 10, V 11] To show them special mercy, I destroy the darkness born of ignorance. Insight: Grief is painful but can be transformed into wisdom and spiritual knowledge (Jnana) if approached consciously."
"Grief and Loss","sadness; denial; anger; bargaining; acceptance; emotional pain [ICD-10: Z63.4, ICD-11: QE62, DSM-5: V62.82]","Supportive counseling; Grief therapy - 8-12 sessions; Complicated Grief Therapy (CGT); Cognitive Behavioral Therapy (CBT); Support groups; Medication for prolonged depression","None Typically; Sertraline 50mg (Rx - Serenata, Zosert, Daxid - if prolonged)","Sertraline (if needed): 50-200mg daily (initial 50mg, increase to 100mg after 1 week; max 200mg; take with food)","[Gita, Ch 9, V 31] Quickly does he become righteous and attain lasting peace. Insight: Persistent spiritual practice (Bhakti) during grief quickly leads to lasting peace, honoring the lost one through spiritual growth."
